Country,Date,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views
India,12/16/2021 3:23:39 PM,Tablet,Sign Up,/products,Organic Search,75,55,2,99,1568,296,507
India,12/3/2022 4:32:38 AM,Tablet,Sign Up,/products,Organic Search,151,60,17,39,195,160,1106
India,2/11/2020 5:25:35 PM,Tablet,Subscribe,/products,Organic Search,60,42,26,219,219,375,857
India,8/19/2023 2:32:34 AM,Tablet,Subscribe,/products,Organic Search,179,60,41,431,1295,313,785
India,2/6/2023 6:45:05 PM,Tablet,Subscribe,/products,Organic Search,45,62,4,598,1942,217,1257
UK,7/26/2020 11:05:41 PM,Tablet,Contact Form,/products,Organic Search,33,55,14,637,1059,181,1168
UK,1/8/2021 12:09:35 PM,Tablet,Contact Form,/products,Organic Search,173,57,5,84,744,470,1216
UK,4/8/2021 4:10:51 PM,Tablet,Download,/products,Organic Search,62,37,7,982,1883,323,1237
UK,5/18/2020 10:13:43 PM,Tablet,Download,/products,Organic Search,87,38,11,930,287,339,1060
UK,3/31/2022 10:05:41 PM,Tablet,Download,/products,Organic Search,110,54,8,245,492,22,415
UK,3/7/2023 1:05:04 AM,Tablet,Purchase,/products,Organic Search,53,36,0,43,111,419,798
UK,4/14/2021 1:15:20 AM,Tablet,Purchase,/products,Organic Search,87,68,28,966,983,487,1241
UK,7/8/2021 10:25:39 PM,Tablet,Sign Up,/products,Organic Search,100,24,30,142,1361,273,209
UK,7/1/2023 12:41:30 AM,Tablet,Subscribe,/products,Organic Search,141,28,16,86,432,197,549
UK,12/15/2019 11:34:27 AM,Tablet,Subscribe,/products,Organic Search,111,48,17,260,1795,328,1347
USA,9/15/2021 3:27:53 PM,Tablet,Contact Form,/products,Organic Search,99,37,10,896,459,193,642
USA,9/9/2022 12:47:49 AM,Tablet,Download,/products,Organic Search,69,30,19,578,761,202,526
USA,1/9/2022 11:38:23 PM,Tablet,Download,/products,Organic Search,90,40,32,456,585,455,845
USA,6/8/2020 12:07:34 PM,Tablet,Purchase,/products,Organic Search,70,28,21,427,152,19,1450
USA,12/11/2022 1:32:30 AM,Tablet,Purchase,/products,Organic Search,70,39,24,488,896,267,1443
USA,7/14/2021 7:47:50 AM,Tablet,Purchase,/products,Organic Search,122,51,39,616,1461,499,1325
USA,5/3/2021 6:48:47 PM,Tablet,Sign Up,/products,Organic Search,68,37,42,887,936,325,1266
USA,5/11/2020 11:24:08 PM,Tablet,Sign Up,/products,Organic Search,50,45,9,489,400,255,153
USA,5/24/2022 3:30:20 AM,Tablet,Subscribe,/products,Organic Search,166,41,7,151,1234,268,907
USA,12/9/2021 10:31:50 AM,Tablet,Subscribe,/products,Organic Search,81,59,14,942,243,468,797
Australia,10/27/2023 8:21:05 AM,Tablet,Contact Form,/about,Paid Search,135,29,0,645,1532,48,618
Australia,8/25/2023 9:30:45 PM,Tablet,Download,/about,Paid Search,176,44,6,649,1703,193,84
Australia,2/12/2020 1:26:39 AM,Tablet,Download,/about,Paid Search,149,54,46,262,1299,382,1499
Australia,6/28/2023 12:58:21 AM,Tablet,Purchase,/about,Paid Search,90,22,10,36,1741,99,555
Australia,5/17/2023 1:34:36 AM,Tablet,Purchase,/about,Paid Search,59,54,31,813,242,20,1319
Australia,3/7/2023 9:18:25 PM,Tablet,Sign Up,/about,Paid Search,147,44,39,187,836,438,425
Australia,3/16/2023 3:36:50 AM,Tablet,Subscribe,/about,Paid Search,143,29,47,584,1627,438,1127
Australia,10/15/2021 6:10:17 PM,Tablet,Subscribe,/about,Paid Search,113,60,21,719,232,218,1273
Canada,9/20/2022 5:48:06 AM,Tablet,Contact Form,/about,Paid Search,39,36,37,184,759,478,1176
Canada,12/6/2020 1:01:03 AM,Tablet,Download,/about,Paid Search,34,51,10,863,840,192,1427
Canada,11/29/2020 10:01:26 PM,Tablet,Download,/about,Paid Search,79,55,39,863,1310,348,859
Canada,6/3/2020 3:24:25 PM,Tablet,Download,/about,Paid Search,106,62,48,133,1257,7,970
Canada,2/21/2022 7:31:38 AM,Tablet,Download,/about,Paid Search,116,63,19,574,611,276,554
Canada,11/13/2021 3:46:42 PM,Tablet,Sign Up,/about,Paid Search,59,20,30,458,278,460,1337
Canada,9/24/2021 4:39:59 PM,Tablet,Subscribe,/about,Paid Search,134,42,41,372,790,274,174
Canada,10/21/2023 6:28:41 PM,Tablet,Subscribe,/about,Paid Search,38,66,12,485,1348,233,883
India,8/1/2023 8:50:49 AM,Tablet,Contact Form,/about,Paid Search,81,30,32,547,1540,97,215
India,8/24/2020 11:25:04 AM,Tablet,Contact Form,/about,Paid Search,174,37,9,321,1079,380,304
India,7/24/2022 6:02:35 PM,Tablet,Contact Form,/about,Paid Search,72,37,47,931,567,197,1217
India,2/14/2023 9:09:49 PM,Tablet,Contact Form,/about,Paid Search,150,49,49,219,211,384,103
India,7/18/2023 7:19:29 PM,Tablet,Download,/about,Paid Search,132,31,22,395,706,100,98
India,4/24/2020 9:22:45 PM,Tablet,Download,/about,Paid Search,76,35,21,750,1311,386,356
India,4/27/2023 5:18:54 AM,Tablet,Download,/about,Paid Search,58,38,45,724,419,181,789
India,2/6/2020 9:05:27 AM,Tablet,Download,/about,Paid Search,118,64,11,690,339,284,694
India,12/20/2019 2:43:10 PM,Tablet,Purchase,/about,Paid Search,91,52,9,616,182,214,372
India,6/6/2020 10:04:16 PM,Tablet,Purchase,/about,Paid Search,122,62,2,987,1761,5,929
India,6/22/2023 7:43:32 AM,Tablet,Purchase,/about,Paid Search,91,63,8,799,1952,307,1337
India,5/5/2023 2:38:13 AM,Tablet,Sign Up,/about,Paid Search,152,38,16,73,1147,290,902
India,5/30/2020 9:49:09 AM,Tablet,Sign Up,/about,Paid Search,108,54,44,576,310,8,1195
India,4/2/2022 9:11:25 PM,Tablet,Sign Up,/about,Paid Search,59,64,35,200,1232,130,1062
India,6/3/2020 5:32:17 AM,Tablet,Sign Up,/about,Paid Search,58,67,15,68,1955,7,1121
India,4/9/2020 6:45:07 PM,Tablet,Subscribe,/about,Paid Search,60,65,37,332,1304,143,289
UK,9/30/2023 1:57:15 PM,Tablet,Contact Form,/about,Paid Search,133,40,48,837,462,64,805
UK,9/15/2023 10:48:30 AM,Tablet,Download,/about,Paid Search,163,65,35,48,616,252,1094
UK,8/14/2022 10:56:28 PM,Tablet,Download,/about,Paid Search,122,68,33,781,923,113,1316
UK,11/1/2020 10:17:54 AM,Tablet,Purchase,/about,Paid Search,108,43,25,569,922,36,1444
UK,1/20/2023 9:03:36 PM,Tablet,Purchase,/about,Paid Search,130,44,31,242,1804,74,85
UK,11/20/2022 5:02:49 PM,Tablet,Sign Up,/about,Paid Search,91,45,0,949,1078,317,440
UK,10/30/2022 6:28:49 PM,Tablet,Sign Up,/about,Paid Search,102,47,24,382,832,426,717
UK,6/19/2020 9:06:47 PM,Tablet,Sign Up,/about,Paid Search,125,48,32,99,470,380,140
UK,3/12/2022 7:50:16 AM,Tablet,Subscribe,/about,Paid Search,54,43,40,844,133,144,1184
USA,5/7/2020 6:21:39 PM,Tablet,Contact Form,/about,Paid Search,175,36,15,526,1946,248,827
USA,3/11/2023 5:24:23 PM,Tablet,Contact Form,/about,Paid Search,91,39,47,998,255,110,1013
USA,8/19/2023 3:48:32 AM,Tablet,Download,/about,Paid Search,130,53,26,984,892,357,616
USA,6/18/2022 5:35:45 AM,Tablet,Purchase,/about,Paid Search,38,27,41,580,1282,351,1124
USA,7/7/2020 3:45:52 PM,Tablet,Sign Up,/about,Paid Search,82,54,23,43,1943,26,1107
USA,9/18/2023 9:30:43 PM,Tablet,Subscribe,/about,Paid Search,88,22,16,248,531,198,129
Australia,5/27/2021 12:38:17 AM,Tablet,Contact Form,/blog,Paid Search,153,56,17,59,1081,495,564
Australia,9/6/2023 12:19:33 AM,Tablet,Contact Form,/blog,Paid Search,109,56,24,740,418,256,937
Australia,10/30/2020 10:30:22 AM,Tablet,Contact Form,/blog,Paid Search,61,59,49,172,1845,422,1248
Australia,9/9/2022 4:01:42 PM,Tablet,Download,/blog,Paid Search,124,23,35,697,713,163,971
Australia,12/31/2019 12:15:38 AM,Tablet,Download,/blog,Paid Search,113,55,27,573,1808,37,973
Australia,11/11/2020 6:52:00 AM,Tablet,Purchase,/blog,Paid Search,51,26,11,93,745,211,395
Australia,9/26/2020 6:54:47 AM,Tablet,Sign Up,/blog,Paid Search,42,49,20,17,1811,215,1256
Australia,11/5/2021 1:30:19 PM,Tablet,Sign Up,/blog,Paid Search,105,51,16,685,363,188,181
Australia,2/14/2022 6:13:13 AM,Tablet,Subscribe,/blog,Paid Search,51,40,30,894,806,379,81
Australia,11/7/2021 2:12:03 AM,Tablet,Subscribe,/blog,Paid Search,176,61,25,472,1430,459,921
Canada,4/9/2023 10:43:40 PM,Tablet,Contact Form,/blog,Paid Search,77,38,14,451,781,135,1323
Canada,8/7/2023 4:55:45 AM,Tablet,Download,/blog,Paid Search,156,38,24,907,612,470,1256
Canada,8/15/2023 12:50:09 AM,Tablet,Download,/blog,Paid Search,83,39,22,502,944,149,861
Canada,5/29/2023 5:04:26 AM,Tablet,Download,/blog,Paid Search,127,69,49,684,1260,154,713
Canada,3/30/2020 5:01:05 AM,Tablet,Purchase,/blog,Paid Search,116,37,15,890,1609,330,1285
Canada,6/12/2022 11:04:36 AM,Tablet,Purchase,/blog,Paid Search,159,68,37,513,1069,132,963
Canada,1/19/2021 12:32:23 PM,Tablet,Sign Up,/blog,Paid Search,89,35,18,357,539,269,1439
Canada,2/24/2022 2:57:11 PM,Tablet,Subscribe,/blog,Paid Search,142,24,2,729,1587,433,143
Canada,2/17/2021 4:32:16 AM,Tablet,Subscribe,/blog,Paid Search,35,26,33,944,1639,10,481
Canada,4/5/2020 8:36:00 AM,Tablet,Subscribe,/blog,Paid Search,34,56,40,743,104,119,950
Canada,7/25/2021 2:08:31 AM,Tablet,Subscribe,/blog,Paid Search,175,62,3,467,1993,393,383
India,8/13/2022 1:59:35 AM,Tablet,Download,/blog,Paid Search,45,55,20,851,169,442,94
India,2/16/2023 1:21:37 PM,Tablet,Download,/blog,Paid Search,158,64,19,765,342,475,1094
India,1/14/2022 3:17:33 PM,Tablet,Download,/blog,Paid Search,90,65,5,383,815,414,188
India,5/1/2023 3:25:35 AM,Tablet,Download,/blog,Paid Search,36,66,31,769,325,61,232
India,9/4/2022 4:19:14 PM,Tablet,Sign Up,/blog,Paid Search,101,44,41,73,823,174,1384
India,9/9/2022 12:22:50 PM,Tablet,Sign Up,/blog,Paid Search,48,45,4,86,187,82,323
India,7/11/2020 9:51:18 PM,Tablet,Subscribe,/blog,Paid Search,60,29,25,966,1379,471,1421
India,6/26/2020 1:10:50 PM,Tablet,Subscribe,/blog,Paid Search,164,31,41,960,702,264,494
UK,6/7/2020 11:55:54 AM,Tablet,Contact Form,/blog,Paid Search,64,29,12,687,546,254,193
UK,10/21/2022 10:35:42 PM,Tablet,Contact Form,/blog,Paid Search,45,60,45,698,223,277,1439
UK,3/13/2022 1:00:27 AM,Tablet,Download,/blog,Paid Search,48,21,19,953,1595,168,411
UK,8/22/2021 2:36:30 AM,Tablet,Download,/blog,Paid Search,104,21,47,32,1966,452,592
UK,10/13/2022 10:13:38 AM,Tablet,Download,/blog,Paid Search,146,41,29,149,548,107,1128
UK,5/5/2020 6:01:34 AM,Tablet,Purchase,/blog,Paid Search,43,32,34,71,1267,17,1021
UK,9/1/2021 1:32:26 AM,Tablet,Purchase,/blog,Paid Search,118,39,0,285,448,228,1261
UK,8/23/2021 8:12:28 PM,Tablet,Subscribe,/blog,Paid Search,132,41,12,453,144,44,743
UK,4/19/2023 12:45:17 AM,Tablet,Subscribe,/blog,Paid Search,105,49,49,194,1988,35,174
USA,6/14/2023 6:50:34 AM,Tablet,Download,/blog,Paid Search,45,42,44,119,471,31,307
USA,10/15/2023 4:22:52 AM,Tablet,Download,/blog,Paid Search,147,69,44,378,1534,63,879
USA,2/17/2020 4:52:08 AM,Tablet,Purchase,/blog,Paid Search,63,29,49,834,185,44,1406
USA,2/18/2020 8:58:17 AM,Tablet,Purchase,/blog,Paid Search,32,39,12,193,679,395,1115
USA,6/29/2021 1:06:27 AM,Tablet,Purchase,/blog,Paid Search,105,40,9,735,422,142,344
USA,4/19/2020 3:00:22 PM,Tablet,Sign Up,/blog,Paid Search,84,66,5,471,1297,232,721
USA,10/21/2023 11:03:35 AM,Tablet,Subscribe,/blog,Paid Search,88,22,46,158,453,177,320
USA,11/19/2022 10:05:37 PM,Tablet,Subscribe,/blog,Paid Search,46,30,10,324,672,354,328
USA,8/19/2022 1:19:50 PM,Tablet,Subscribe,/blog,Paid Search,112,34,12,661,350,159,1473
USA,6/13/2020 12:52:48 AM,Tablet,Subscribe,/blog,Paid Search,169,40,21,240,1349,231,850
USA,3/27/2022 11:33:00 AM,Tablet,Subscribe,/blog,Paid Search,133,53,23,170,1790,220,506
Australia,8/27/2023 6:15:19 AM,Tablet,Contact Form,/contact,Paid Search,163,32,4,207,262,24,1269
Australia,8/11/2020 3:37:22 AM,Tablet,Download,/contact,Paid Search,164,24,30,205,131,175,955
Australia,7/30/2021 10:17:43 AM,Tablet,Download,/contact,Paid Search,85,30,41,633,1055,420,530
Australia,3/5/2023 4:22:31 AM,Tablet,Download,/contact,Paid Search,66,37,42,978,1895,344,231
Australia,10/1/2021 3:56:11 AM,Tablet,Purchase,/contact,Paid Search,85,47,18,617,1457,367,1444
Australia,5/30/2021 2:19:35 AM,Tablet,Sign Up,/contact,Paid Search,93,31,7,881,1598,304,477
Australia,4/1/2022 2:55:11 AM,Tablet,Sign Up,/contact,Paid Search,91,38,0,985,1118,53,409
Australia,2/18/2020 6:42:10 AM,Tablet,Sign Up,/contact,Paid Search,78,50,13,523,867,413,617
Australia,4/14/2021 3:33:55 PM,Tablet,Sign Up,/contact,Paid Search,128,61,41,512,670,466,877
Australia,7/22/2020 9:42:49 PM,Tablet,Subscribe,/contact,Paid Search,88,27,0,205,712,454,1223
Australia,6/14/2022 1:53:33 AM,Tablet,Subscribe,/contact,Paid Search,144,69,39,943,759,291,1111
Canada,6/25/2020 12:48:57 PM,Tablet,Contact Form,/contact,Paid Search,122,31,43,957,900,295,690
Canada,10/8/2022 12:05:49 AM,Tablet,Contact Form,/contact,Paid Search,33,66,17,464,1785,184,155
Canada,5/15/2020 12:37:03 AM,Tablet,Download,/contact,Paid Search,153,32,31,82,1126,325,1416
Canada,2/16/2021 12:10:42 PM,Tablet,Download,/contact,Paid Search,130,65,41,369,1259,119,1288
Canada,12/21/2022 6:13:29 AM,Tablet,Purchase,/contact,Paid Search,154,41,11,68,1620,140,507
Canada,9/24/2021 8:34:23 AM,Tablet,Sign Up,/contact,Paid Search,114,60,24,13,1924,183,1393
Canada,5/17/2021 4:15:15 AM,Tablet,Subscribe,/contact,Paid Search,137,37,1,695,469,414,723
Canada,12/30/2020 3:14:26 PM,Tablet,Subscribe,/contact,Paid Search,127,44,1,894,1780,139,856
India,3/13/2022 8:58:18 AM,Tablet,Contact Form,/contact,Paid Search,73,25,46,564,1993,156,427
India,8/19/2023 11:51:29 PM,Tablet,Contact Form,/contact,Paid Search,178,26,18,44,124,458,1393
India,2/10/2023 4:48:15 PM,Tablet,Contact Form,/contact,Paid Search,93,32,28,848,1787,133,1393
India,1/9/2021 6:55:14 AM,Tablet,Purchase,/contact,Paid Search,124,25,34,276,1407,105,897
India,7/29/2020 5:43:59 PM,Tablet,Purchase,/contact,Paid Search,82,27,45,905,1475,242,1207
India,9/20/2020 1:02:56 PM,Tablet,Purchase,/contact,Paid Search,76,36,8,201,1914,95,1217
India,1/26/2020 10:01:12 PM,Tablet,Sign Up,/contact,Paid Search,127,29,45,850,1165,487,974
India,5/21/2022 6:11:27 PM,Tablet,Sign Up,/contact,Paid Search,166,39,34,894,494,350,853
India,2/2/2023 11:56:29 PM,Tablet,Sign Up,/contact,Paid Search,145,39,43,42,925,287,440
India,5/16/2021 1:58:47 AM,Tablet,Sign Up,/contact,Paid Search,177,62,5,191,1124,74,1012
India,8/21/2022 3:37:33 AM,Tablet,Subscribe,/contact,Paid Search,60,20,48,159,349,162,832
India,1/13/2021 12:11:24 PM,Tablet,Subscribe,/contact,Paid Search,39,32,44,25,100,430,323
India,10/15/2021 4:07:54 PM,Tablet,Subscribe,/contact,Paid Search,157,63,2,504,613,38,1164
UK,4/5/2023 2:27:49 AM,Tablet,Contact Form,/contact,Paid Search,31,53,46,252,1359,398,1035
UK,4/4/2021 3:39:48 PM,Tablet,Contact Form,/contact,Paid Search,161,61,40,624,708,382,998
UK,4/1/2022 10:13:20 PM,Tablet,Contact Form,/contact,Paid Search,139,66,9,575,1326,436,530
UK,2/26/2022 10:22:36 AM,Tablet,Sign Up,/contact,Paid Search,51,24,12,546,133,275,1032
UK,6/3/2023 1:24:53 AM,Tablet,Subscribe,/contact,Paid Search,163,27,7,544,1783,170,971
UK,1/22/2022 4:02:08 AM,Tablet,Subscribe,/contact,Paid Search,66,45,18,863,720,17,145
USA,5/6/2022 2:42:17 AM,Tablet,Contact Form,/contact,Paid Search,43,37,25,410,230,428,597
USA,8/6/2023 7:48:34 PM,Tablet,Contact Form,/contact,Paid Search,49,54,30,463,794,434,520
USA,1/6/2020 11:12:33 PM,Tablet,Download,/contact,Paid Search,159,55,19,267,681,106,966
USA,1/3/2023 7:00:47 PM,Tablet,Download,/contact,Paid Search,111,56,39,822,357,384,186
USA,5/31/2022 3:15:49 PM,Tablet,Purchase,/contact,Paid Search,84,44,27,593,1020,377,1090
USA,11/6/2021 11:31:38 AM,Tablet,Sign Up,/contact,Paid Search,75,34,21,564,1021,142,325
USA,3/1/2022 1:45:31 AM,Tablet,Sign Up,/contact,Paid Search,57,45,7,399,1998,25,371
USA,2/14/2023 11:14:50 AM,Tablet,Sign Up,/contact,Paid Search,176,48,18,508,1761,285,1431
USA,12/16/2021 10:01:23 AM,Tablet,Sign Up,/contact,Paid Search,121,49,13,667,1608,320,767
USA,2/4/2021 11:00:44 PM,Tablet,Sign Up,/contact,Paid Search,170,55,19,532,1473,295,1442
USA,6/7/2023 12:51:08 PM,Tablet,Sign Up,/contact,Paid Search,58,55,24,340,139,487,409
USA,3/27/2023 10:23:54 AM,Tablet,Sign Up,/contact,Paid Search,152,65,32,930,153,283,333
USA,6/4/2020 3:17:02 PM,Tablet,Subscribe,/contact,Paid Search,142,34,36,485,1767,357,1028
USA,2/9/2021 8:22:30 PM,Tablet,Subscribe,/contact,Paid Search,61,38,1,528,1988,422,1013
USA,12/23/2021 4:05:47 PM,Tablet,Subscribe,/contact,Paid Search,51,38,20,447,451,325,809
USA,4/21/2021 3:50:52 AM,Tablet,Subscribe,/contact,Paid Search,89,43,5,302,223,416,207
USA,10/22/2022 11:07:44 AM,Tablet,Subscribe,/contact,Paid Search,172,58,3,965,1754,356,1267
USA,2/5/2021 12:39:28 PM,Tablet,Subscribe,/contact,Paid Search,102,60,43,425,1486,123,908
Australia,5/5/2021 4:07:18 AM,Tablet,Contact Form,/home,Paid Search,40,39,41,885,1815,125,502
Australia,8/17/2020 12:00:09 PM,Tablet,Download,/home,Paid Search,172,24,40,708,1192,439,777
Australia,1/13/2023 5:35:40 PM,Tablet,Purchase,/home,Paid Search,147,24,5,728,1405,444,433
Australia,5/22/2023 9:48:17 PM,Tablet,Purchase,/home,Paid Search,106,43,13,766,275,24,1152
Australia,2/7/2023 2:25:46 AM,Tablet,Purchase,/home,Paid Search,116,54,42,161,1139,41,620
Australia,4/8/2023 5:18:21 PM,Tablet,Purchase,/home,Paid Search,138,57,28,824,1523,401,1166
Australia,11/2/2021 5:17:27 AM,Tablet,Sign Up,/home,Paid Search,35,38,39,606,405,367,644
Australia,10/31/2022 9:51:42 PM,Tablet,Sign Up,/home,Paid Search,103,50,11,115,1451,196,135
Australia,5/3/2020 11:01:51 PM,Tablet,Subscribe,/home,Paid Search,156,46,27,986,1995,482,987
Australia,6/1/2020 9:11:08 AM,Tablet,Subscribe,/home,Paid Search,103,48,41,826,1387,359,1339
Australia,1/15/2021 9:17:37 AM,Tablet,Subscribe,/home,Paid Search,44,58,19,496,1620,479,1379
Canada,8/9/2020 4:20:23 PM,Tablet,Contact Form,/home,Paid Search,68,29,25,902,971,198,955
Canada,5/22/2021 10:59:15 AM,Tablet,Contact Form,/home,Paid Search,150,30,46,621,1175,368,1425
Canada,6/18/2023 10:11:31 AM,Tablet,Contact Form,/home,Paid Search,78,69,38,290,143,170,381
Canada,3/21/2022 10:51:51 PM,Tablet,Download,/home,Paid Search,35,26,26,842,433,399,1031
Canada,8/12/2023 3:34:50 PM,Tablet,Download,/home,Paid Search,153,35,9,786,322,407,1290
Canada,9/3/2020 8:32:12 PM,Tablet,Download,/home,Paid Search,141,62,33,753,1914,29,1337
Canada,4/16/2023 3:55:38 PM,Tablet,Purchase,/home,Paid Search,110,23,19,951,1114,93,340
Canada,11/22/2022 2:48:46 PM,Tablet,Purchase,/home,Paid Search,152,31,34,208,1385,439,1487
Canada,7/29/2022 8:22:08 AM,Tablet,Purchase,/home,Paid Search,128,35,18,333,745,389,172
Canada,8/20/2020 12:25:10 PM,Tablet,Purchase,/home,Paid Search,50,37,49,687,261,253,374
Canada,1/8/2023 9:24:15 AM,Tablet,Purchase,/home,Paid Search,157,54,38,256,996,374,1390
Canada,9/1/2023 1:45:08 PM,Tablet,Sign Up,/home,Paid Search,48,31,17,672,1543,131,1404
Canada,12/19/2022 3:13:31 PM,Tablet,Sign Up,/home,Paid Search,48,44,27,10,1892,498,648
Canada,4/23/2020 12:06:23 AM,Tablet,Sign Up,/home,Paid Search,151,52,38,812,831,22,536
Canada,8/4/2021 1:39:38 PM,Tablet,Sign Up,/home,Paid Search,64,59,33,30,1408,120,1493
Canada,2/2/2023 4:09:12 AM,Tablet,Subscribe,/home,Paid Search,96,55,33,288,1199,318,75
Canada,5/4/2020 8:48:51 PM,Tablet,Subscribe,/home,Paid Search,38,65,17,375,505,188,484
India,1/13/2023 11:09:52 AM,Tablet,Contact Form,/home,Paid Search,55,58,1,634,1651,23,286
India,11/5/2020 10:50:09 PM,Tablet,Download,/home,Paid Search,159,33,39,370,1079,20,724
India,6/7/2022 7:57:54 PM,Tablet,Download,/home,Paid Search,144,36,20,833,1098,81,1131
India,5/30/2023 10:12:32 AM,Tablet,Subscribe,/home,Paid Search,141,38,5,375,1740,354,1206
India,10/1/2022 11:33:32 AM,Tablet,Subscribe,/home,Paid Search,52,45,40,753,883,425,379
India,11/9/2021 5:46:02 AM,Tablet,Subscribe,/home,Paid Search,131,53,4,714,1371,103,1478
UK,2/7/2023 11:22:37 PM,Tablet,Contact Form,/home,Paid Search,85,39,0,859,1824,71,1332
UK,5/24/2021 9:49:45 PM,Tablet,Contact Form,/home,Paid Search,32,59,35,585,1038,321,929
UK,7/13/2022 12:50:17 PM,Tablet,Contact Form,/home,Paid Search,165,64,32,424,521,74,990
UK,10/3/2022 2:48:15 AM,Tablet,Download,/home,Paid Search,109,35,38,720,400,274,765
UK,10/7/2023 12:57:57 PM,Tablet,Download,/home,Paid Search,49,47,13,333,1580,220,1413
UK,6/5/2020 1:54:56 AM,Tablet,Purchase,/home,Paid Search,166,22,8,268,1877,312,1067
UK,7/13/2021 1:55:24 PM,Tablet,Purchase,/home,Paid Search,60,63,8,318,1834,443,158
UK,8/14/2020 9:59:47 AM,Tablet,Purchase,/home,Paid Search,82,66,27,77,1273,330,645
UK,5/19/2023 9:50:41 PM,Tablet,Sign Up,/home,Paid Search,116,22,48,722,1643,13,681
UK,10/13/2023 4:04:57 PM,Tablet,Sign Up,/home,Paid Search,111,23,41,160,1793,159,759
UK,3/22/2020 8:28:34 PM,Tablet,Sign Up,/home,Paid Search,140,58,8,932,675,151,1182
UK,1/4/2020 8:24:06 PM,Tablet,Sign Up,/home,Paid Search,93,60,32,572,963,173,295
UK,7/5/2021 4:25:43 AM,Tablet,Subscribe,/home,Paid Search,156,44,1,135,698,422,1067
USA,12/20/2020 6:25:25 AM,Tablet,Download,/home,Paid Search,61,21,18,533,1798,387,321
USA,7/15/2021 9:12:35 PM,Tablet,Download,/home,Paid Search,167,58,38,26,600,417,880
USA,10/15/2021 6:14:23 PM,Tablet,Download,/home,Paid Search,139,69,10,736,1610,425,1491
USA,7/30/2023 12:56:43 AM,Tablet,Purchase,/home,Paid Search,92,24,14,986,420,46,691
USA,11/22/2020 4:23:12 AM,Tablet,Purchase,/home,Paid Search,72,39,0,284,471,140,815
USA,10/14/2021 6:30:01 AM,Tablet,Sign Up,/home,Paid Search,61,35,23,963,807,44,668
USA,6/22/2021 2:32:51 PM,Tablet,Sign Up,/home,Paid Search,173,47,37,894,774,315,268
USA,12/14/2022 7:46:35 PM,Tablet,Subscribe,/home,Paid Search,69,27,3,524,821,33,291
USA,8/11/2023 6:27:21 AM,Tablet,Subscribe,/home,Paid Search,86,30,26,863,575,166,1470
USA,1/13/2023 9:57:38 PM,Tablet,Subscribe,/home,Paid Search,162,58,9,505,1786,363,1236
Australia,6/28/2020 9:12:39 PM,Tablet,Contact Form,/products,Paid Search,129,62,49,119,321,415,80
Australia,1/18/2022 9:48:41 AM,Tablet,Sign Up,/products,Paid Search,56,25,45,750,1448,310,383
Australia,6/3/2022 11:35:37 AM,Tablet,Sign Up,/products,Paid Search,163,27,15,478,618,251,728
Australia,7/20/2021 6:28:16 AM,Tablet,Subscribe,/products,Paid Search,163,21,14,939,1968,81,928
Australia,7/2/2020 1:51:31 AM,Tablet,Subscribe,/products,Paid Search,53,22,48,919,426,408,1283
Australia,7/25/2020 7:22:19 AM,Tablet,Subscribe,/products,Paid Search,110,29,10,245,1832,44,724
Australia,4/21/2021 5:36:24 AM,Tablet,Subscribe,/products,Paid Search,97,30,37,114,188,6,915
Australia,10/28/2021 9:01:40 AM,Tablet,Subscribe,/products,Paid Search,124,35,12,484,544,465,412
Australia,4/29/2020 8:51:17 PM,Tablet,Subscribe,/products,Paid Search,74,55,19,889,269,294,911
Canada,11/27/2021 6:03:40 AM,Tablet,Contact Form,/products,Paid Search,52,68,35,93,1382,343,124
Canada,5/13/2020 11:57:55 PM,Tablet,Download,/products,Paid Search,70,26,2,769,347,22,1485
Canada,9/12/2023 11:43:01 PM,Tablet,Download,/products,Paid Search,67,43,28,584,1445,397,1422
Canada,5/12/2020 1:10:25 PM,Tablet,Purchase,/products,Paid Search,71,29,21,67,1056,458,165
Canada,12/13/2020 11:45:34 PM,Tablet,Purchase,/products,Paid Search,138,47,48,680,724,420,301
Canada,4/1/2023 7:23:55 AM,Tablet,Purchase,/products,Paid Search,88,58,14,858,1264,94,1063
Canada,6/28/2021 1:56:25 PM,Tablet,Sign Up,/products,Paid Search,136,24,49,914,617,209,419
Canada,5/8/2022 2:48:42 PM,Tablet,Sign Up,/products,Paid Search,76,25,34,970,136,11,543
Canada,9/1/2021 6:30:55 PM,Tablet,Sign Up,/products,Paid Search,52,31,19,870,1913,114,1239
Canada,10/16/2021 11:01:44 PM,Tablet,Subscribe,/products,Paid Search,162,60,9,509,1946,242,678
Canada,6/26/2021 12:34:50 PM,Tablet,Subscribe,/products,Paid Search,113,62,28,678,717,56,378
India,8/4/2021 4:09:32 AM,Tablet,Contact Form,/products,Paid Search,39,51,24,895,1858,321,591
India,4/20/2020 3:43:14 PM,Tablet,Download,/products,Paid Search,98,20,12,933,930,181,1338
India,1/24/2021 8:48:04 PM,Tablet,Download,/products,Paid Search,164,47,18,398,186,98,102
India,9/5/2023 7:17:32 PM,Tablet,Download,/products,Paid Search,134,65,5,251,631,138,1325
India,1/21/2020 8:59:40 AM,Tablet,Purchase,/products,Paid Search,53,42,0,573,302,242,429
